id,name,host_id,host_name,host_since,host_location,host_response_time,host_is_superhost,neighbourhood_cleansed,neighbourhood_group,latitude,longitude,room_type,accommodates,price,minimum_nights,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,reviews_per_month,host_location,availability_365
43250054,Chicago uptown stylish,344404176,Amyn,4/21/2020,"Glenview, IL",N/A,f,Uptown,,41.97499,-87.6693,Private room,1,200,7,1,7/27/2021,7/27/2021,1,1,1,2,1,5,1,City registration pending,0.05,"Glenview, IL",0
21110208,Luxury Wicker Park Penthouse w/ Private Rooftop,6162,Jackie,1/8/2009,"Chicago, IL",within a few hours,f,West Town,,41.90914,-87.68252,Entire home/apt,4,200,5,109,10/8/2017,7/5/2022,4.89,4.97,4.77,4.85,4.76,4.98,4.82,R19000040579,1.64,"Chicago, IL",0
13496433,"*CONVENIENT Wrigley 3 Bdrms, 5min Walk to Train*",1597671,Naomi And JJ,1/12/2012,"Chicago, IL",within a few hours,t,Lake View,,41.94418,-87.65434,Entire home/apt,7,200,3,82,9/26/2016,8/2/2020,4.96,4.98,4.99,5,4.99,4.98,4.95,City registration pending,1.04,"Chicago, IL",0
49571413,Cozy apartment for two (1 bed). No cleaning fees.,43303710,Marco,9/3/2015,"Chicago, IL",within an hour,t,Lincoln Park,,41.92768,-87.65207,Entire home/apt,2,200,2,15,2/15/2022,2/12/2023,4.93,4.93,4.87,4.93,5,5,4.87,R22000076585,1.13,"Chicago, IL",0
15336197,Cozy-Chic Lincoln Park Studio,3112582,Lynn,7/31/2012,"Chicago, IL",N/A,f,Lincoln Park,,41.93165,-87.65324,Entire home/apt,2,200,2,18,10/16/2016,10/20/2019,4.94,5,4.81,5,5,5,4.87,R17000013119,0.23,"Chicago, IL",0
20176345,South Loop Luxury Lofts,139765116,Jose,7/11/2017,"Chicago, IL",within an hour,f,Bridgeport,,41.84117,-87.65916,Entire home/apt,4,200,2,50,8/20/2017,10/17/2021,4.64,4.58,4.84,4.86,4.84,4.54,4.64,R22000078019,0.74,"Chicago, IL",0
14122332,Spacious natural light LP townhouse,84493416,Jillian,7/18/2016,"Chicago, IL",N/A,f,Lincoln Park,,41.92209,-87.6559,Entire home/apt,6,200,2,64,8/14/2016,3/19/2018,4.71,4.86,4.8,4.93,4.95,4.95,4.73,City registration pending,0.8,"Chicago, IL",0
35511934,1Cat & Cubs Lover Special,3621097,Marcus,9/19/2012,"Chicago, IL",N/A,f,Lake View,,41.94484,-87.65049,Entire home/apt,6,200,1,1,6/9/2019,6/9/2019,5,3,4,5,5,5,2,R17000017566,0.02,"Chicago, IL",0
8535066,Huge 2 bdrm Condo East Lakeview-15 Walk to Wrigley,44936005,Gianna,9/23/2015,"Chicago, IL",N/A,f,Lake View,,41.94174,-87.6463,Entire home/apt,4,200,1,2,5/4/2016,8/22/2016,5,5,5,5,5,5,5,City registration pending,0.02,"Chicago, IL",0
39396472,Akounamatata,302616563,Ousmane,10/15/2019,"Chicago, IL",N/A,f,Burnside,,41.72573,-87.59403,Entire home/apt,6,200,1,10,12/24/2019,7/30/2021,3.7,3.9,3.7,4.6,4.2,4.5,3.7,City registration pending,0.25,"Chicago, IL",0
26159573,Sunny and charming vintage Avondale apt near CTA,4351717,Amanda,12/7/2012,"Chicago, IL",N/A,f,Avondale,,41.94298,-87.72534,Entire home/apt,4,199,32,1,7/21/2019,7/21/2019,4,5,4,5,5,5,4,City registration pending,0.02,"Chicago, IL",0
39704752,"◆◆◆ Work, Play, Eat | Close to Everything ◆◆◆",151133847,Candace,9/18/2017,Unknown,within an hour,f,West Town,,41.89418,-87.66095,Entire home/apt,16,199,32,62,11/10/2019,9/12/2022,4.69,4.73,4.69,4.76,4.81,4.92,4.69,R19000049497,1.52,,0
6690014,1 Bedroom Apt in Great Location!,35015726,Michelle,6/4/2015,"Chicago, IL",N/A,f,Lake View,,41.93969,-87.64367,Entire home/apt,3,199,2,11,7/7/2015,10/20/2019,5,5,4.91,5,5,5,4.91,R17000013372,0.12,"Chicago, IL",0
28437341,LollaPalooza Master Bedroom in Lincoln Park,214678665,Roberto,9/10/2018,"Chicago, IL",N/A,f,Lincoln Park,,41.92948,-87.64581,Private room,2,199,1,1,10/7/2018,10/7/2018,4,4,4,4,5,5,5,City registration pending,0.02,"Chicago, IL",0
27339033,Great 2bedroom in Wrigleyville  Southport Boystown,126016266,Paul And Olgi,4/15/2017,"Chicago, IL",N/A,f,Lake View,,41.94917,-87.65947,Entire home/apt,4,198,2,58,8/4/2018,6/27/2022,4.98,4.98,5,5,5,5,4.88,R21000074820,1.03,"Chicago, IL",0
7.97E+17,Private Room in Theatre District,431019163,Paul,11/8/2021,"Chicago, IL",within an hour,t,Loop,,41.88531185,-87.6280099,Private room,2,192,1,3,1/7/2023,3/12/2023,5,5,5,5,5,5,5,2506121,1.25,"Chicago, IL",0
41976810,"Loop 1BR w/ Gym, Pool, nr. Financial District",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Loop,,41.8860812,-87.6342223,Entire home/apt,2,190,32,2,3/24/2022,9/30/2022,4,5,4,5,4.5,5,4,32+ Days Listing,0.17,"New York, NY",0
12916554,"Walkable, Sunny, Safe, top floor w/ real view",5649246,Imran,3/27/2013,"Chicago, IL",N/A,f,West Town,,41.89555,-87.65821,Entire home/apt,4,190,32,31,5/18/2016,8/10/2021,4.93,4.9,4.53,4.9,5,4.97,4.83,R21000074560,0.37,"Chicago, IL",0
34625919,Spacious 3-BR Penthouse near Medical District,9094538,Nicole,9/27/2013,"Chicago, IL",within an hour,f,Near West Side,,41.87202,-87.68713,Entire home/apt,6,189,32,34,6/2/2019,12/31/2021,4.68,4.68,4.68,4.94,4.91,4.74,4.71,City registration pending,0.74,"Chicago, IL",0
36590467,Magnificent Mile Magnificent Space. Luxury living,161025335,Samantha,12/2/2017,"Chicago, IL",N/A,f,West Town,,41.8918,-87.65013,Entire home/apt,4,188,32,7,7/15/2019,1/1/2020,4.43,4.57,4.43,4.14,4.14,5,4.43,City registration pending,0.16,"Chicago, IL",0
42395555,"Loop 1BR w/ Gym, Pool, W/D, nr. Millennium Park",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Loop,,41.886064,-87.624718,Entire home/apt,2,187,32,1,6/1/2021,6/1/2021,5,5,5,5,5,5,5,32+ Days Listing,0.05,"New York, NY",0
49177299,Historic Sanctuary in the Heart of Lincoln Park,396515206,Frank,4/11/2021,Unknown,within an hour,f,Lincoln Park,,41.92366,-87.65288,Entire home/apt,8,186,3,5,5/31/2021,9/27/2021,5,5,5,5,5,5,4.8,R22000080079,0.23,,0
36174069,Unique Photo Studio Home in Wicker Park w Parking,5892102,Aaron,4/12/2013,"Chicago, IL",N/A,f,West Town,,41.90025,-87.66776,Entire home/apt,2,185,32,37,8/11/2019,11/8/2021,4.97,4.97,4.97,4.97,4.97,5,4.86,R19000044970,0.84,"Chicago, IL",0
53989803,Artist's West Town Apt - 10 min walk to Blue line,6917630,Philip,6/14/2013,"South Bend, IN",within a day,f,West Town,,41.90994,-87.69193,Entire home/apt,2,185,6,24,3/28/2022,2/28/2023,4.96,4.96,4.92,4.92,4.96,4.88,4.79,R22000076528,2.02,"South Bend, IN",0
34224437,"Bright, new 2BR in the heart of East Lakeview",40738849,Danielle,8/6/2015,"Chicago, IL",within an hour,t,Lake View,,41.94005,-87.64644,Entire home/apt,5,185,3,70,5/20/2019,1/17/2023,4.99,4.99,4.97,5,5,4.99,4.96,R19000042601,1.5,"Chicago, IL",0
29880162,Lincoln Park Getaway Chicago Subway Themed Unit 1,180004994,Jeannie And Paul,3/22/2018,Unknown,within an hour,f,Lincoln Park,,41.92757,-87.66244,Entire home/apt,6,184,2,27,11/18/2018,6/28/2020,4.59,4.74,4.81,4.93,4.93,4.96,4.59,R19000046298,0.51,,0
51001033,Avondale Oasis Duplex Up,33278570,Catherine,5/13/2015,"Chicago, IL",within an hour,t,Avondale,,41.9335,-87.72096,Entire home/apt,10,179,2,3,7/23/2021,8/21/2022,5,5,5,4.67,5,4.67,5,R22000081690,0.15,"Chicago, IL",0
7.19E+17,Downtown Printer Row District 2 Rooms Hotel style,303719667,Dave,10/21/2019,Unknown,within an hour,t,Loop,,41.87603,-87.63022,Private room,4,179,1,1,11/25/2022,11/25/2022,5,5,5,5,5,5,5,R12345678901,0.26,,0
6419804,1BR Garden Unit near DePaul - Cozy & Sanitized!,33491859,Chelsea And Jim,5/16/2015,"Chicago, IL",N/A,f,Lincoln Park,,41.92254,-87.65146,Entire home/apt,4,178,2,47,3/16/2020,11/26/2022,4.94,4.98,5,5,5,5,4.91,R20000054699,1.28,"Chicago, IL",0
53714838,"Loop 1BR w/ Gym, W/D & Pool, nr Millennium Park",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Loop,,41.8811213,-87.6319955,Entire home/apt,2,177,32,1,1/6/2023,1/6/2023,5,5,5,5,5,5,5,,0.41,"New York, NY",0
48292161,"River N. 1BR w/ Gym, Pool, nr L stop & Beach",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near North Side,,41.8967863,-87.6317246,Entire home/apt,2,176,32,1,7/25/2022,7/25/2022,5,5,5,5,5,5,5,32+days Listing,0.13,"New York, NY",0
37618731,Best views and on LSDcondo,198377798,Alan,6/27/2018,"Chicago, IL",N/A,f,Edgewater,,41.97906,-87.6539,Entire home/apt,2,175,32,1,12/8/2019,12/8/2019,0,,,,,,,City registration pending,0.03,"Chicago, IL",0
53930018,W. Loop 1BR w/ Gym & Pool in heart of Greektown,107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near West Side,,41.876791,-87.64762,Entire home/apt,2,175,32,1,4/30/2022,4/30/2022,5,5,5,5,5,5,4,,0.09,"New York, NY",0
11732807,Top floor apt in historic home,957004,Julie,8/11/2011,"Chicago, IL",N/A,f,Edgewater,,41.97947,-87.6709,Entire home/apt,4,175,32,27,5/15/2016,10/20/2019,4.96,4.93,5,5,5,5,4.78,City Registration Pending,0.32,"Chicago, IL",0
18704537,Spacious 4BR/2BA Duplex near Wrigley!,11036600,Mari,1/5/2014,"Naples, FL",within an hour,t,Lake View,,41.93878,-87.6655,Entire home/apt,8,175,32,85,5/22/2017,8/31/2022,4.87,4.86,4.88,4.95,4.98,4.85,4.74,pending,1.2,"Naples, FL",0
6577697,Classic Meets Contemporary Logan SQ,30286559,Marco,3/30/2015,"Chicago, IL",N/A,f,Logan Square,,41.9302,-87.70842,Entire home/apt,6,175,7,4,7/13/2015,10/11/2020,4.75,5,5,5,5,5,4.67,R17000015358,0.04,"Chicago, IL",0
6.73E+17,Speakeasy Cottage   *Walk to Action,29525740,Anastasia,3/17/2015,"Chicago, IL",a few days or more,f,Logan Square,,41.9225,-87.70674,Entire home/apt,10,175,3,7,9/4/2022,10/3/2022,5,5,5,5,5,5,5,R22000083170,1.07,"Chicago, IL",0
15867158,"Amazing 2-BR Apt in Old Town! Eat,Drink,Beach&Shop",11354458,Ashish,1/16/2014,"Chicago, IL",N/A,f,Near North Side,,41.91028,-87.63941,Entire home/apt,4,175,3,27,11/20/2016,3/15/2020,4.88,4.92,4.65,4.92,5,4.96,4.92,R17000013859,0.35,"Chicago, IL",0
8472766,3 BR Mayfair flat,36549783,Jeffrey,6/23/2015,"Chicago, IL",within an hour,t,Irving Park,,41.962921,-87.735283,Entire home/apt,6,175,2,18,9/21/2015,5/5/2019,4.76,4.88,4.82,4.76,4.88,4.76,4.65,R19000039377,0.2,"Chicago, IL",0
29585534,Large Lincoln Park Apartment 1 Bedroom,9265623,Phillip & Michelle,10/6/2013,"Chicago, IL",within an hour,t,Lake View,,41.93477,-87.65038,Entire home/apt,2,175,2,25,11/10/2018,10/24/2021,4.92,4.88,5,4.79,4.96,4.96,4.71,R17000020001,0.47,"Chicago, IL",0
39666307,Incredibly Spacious 2 BDRM Apt / Family Friendly,7239384,Joe,7/2/2013,"Chicago, IL",within an hour,t,North Center,,41.95852,-87.68002,Entire home/apt,4,175,2,42,1/26/2020,4/25/2022,4.9,4.95,4.95,4.88,4.98,4.98,4.83,R17000014615,1.1,"Chicago, IL",0
54075610,Lovely 3 Bedroom Condo near University of Chicago,460064396,Michele,5/20/2022,Unknown,N/A,f,Washington Park,,41.7995366,-87.62132417,Entire home/apt,7,173,2,18,6/27/2022,11/6/2022,4.94,4.94,4.94,5,5,4.5,4.67,R22000084307,2.03,,0
48813245,🔸⭐️Gold Coast Luxury Home w/Rooftop Pool & Gym ⭐️🔸,235678953,Patricia,1/10/2019,"Chicago, IL",within an hour,t,Near North Side,,41.89907,-87.62648,Entire home/apt,4,169,32,82,4/14/2021,3/14/2023,4.73,4.82,4.8,4.68,4.79,4.94,4.71,R21000063380,3.49,"Chicago, IL",0
33878204,Luxury Apt in Wicker Park Minutes to Downtown,11539892,Reno,1/22/2014,"Chicago, IL",N/A,f,West Town,,41.90018,-87.6664,Entire home/apt,4,168,32,1,6/2/2019,6/2/2019,5,5,5,5,5,5,5,City registration pending,0.02,"Chicago, IL",0
25911362,Contemporary and Cozy with Dedicated Parking,52636687,Rachel,12/29/2015,"Chicago, IL",N/A,f,Near West Side,,41.87268,-87.66202,Entire home/apt,6,168,2,102,6/19/2018,3/15/2020,4.83,4.93,4.75,4.86,4.9,4.93,4.83,R18000027091,1.76,"Chicago, IL",0
11046830,Modern Bucktown Penthouse,31618255,Lauren,4/20/2015,"Chicago, IL",N/A,f,Logan Square,,41.92585,-87.68443,Entire home/apt,4,165,32,1,9/3/2019,9/3/2019,5,5,5,5,5,5,5,City registration pending,0.02,"Chicago, IL",0
40688686,"Lakeview Studio, nr Lakefront & Lincoln Park",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Lake View,,41.9404106,-87.6414984,Entire home/apt,2,163,32,1,5/14/2022,5/14/2022,5,5,5,3,5,5,5,32+ Days Listing,0.1,"New York, NY",0
34506763,Lincoln Park Duplex,260438670,Jeff,5/7/2019,"Glen Ellyn, IL",N/A,f,Lincoln Park,,41.9152,-87.65341,Entire home/apt,6,163,32,20,3/16/2020,9/26/2021,4.65,4.6,4.2,4.5,4.75,5,4.65,City registration pending,0.55,"Glen Ellyn, IL",0
14595303,Lakeview Flat - WALK TO WRIGLEY,45401863,Joe,9/29/2015,"Chicago, IL",N/A,t,Lake View,,41.95168,-87.67357,Entire home/apt,7,161,32,179,8/26/2016,10/24/2022,4.88,4.93,4.79,4.98,4.99,4.89,4.77,R21000074723,2.24,"Chicago, IL",0
30148742,Vaulted Logan Square Pad with Mid-Century Vibes,2688507,Luke,6/20/2012,"Chicago, IL",N/A,f,Logan Square,,41.91815,-87.70828,Entire home/apt,5,160,32,42,12/28/2018,3/20/2020,4.95,5,4.92,5,5,5,4.79,City registration pending,0.82,"Chicago, IL",0
12175196,《6》离展览中心和中国城很近。有红绿线地铁。8和35公交车。3个卧室,42071010,Jenny,8/20/2015,"Walnut, CA",N/A,f,Bridgeport,,41.83018,-87.64546,Entire home/apt,8,160,1,1,5/23/2017,5/23/2017,4,5,3,5,5,5,4,,0.01,"Walnut, CA",0
39023518,New/Modern Luxury Studio Heart of River North,216458066,John,9/20/2018,"Chicago, IL",N/A,f,Near North Side,,41.89557,-87.63423,Entire home/apt,2,159,32,3,10/13/2019,10/27/2019,5,5,5,5,5,5,4.33,City registration pending,0.07,"Chicago, IL",0
39001116,Entire 2-flat Sleeps 8 WickerPk Aug 3-7 Sale $139,267737048,Brian,6/11/2019,"Chicago, IL",within an hour,f,West Town,,41.90917,-87.67206,Shared room,8,159,1,8,2/23/2020,8/15/2020,4.88,5,4.75,5,5,5,4.88,R19000046653,0.21,"Chicago, IL",0
20796390,"East Pilsen Apartment - Loop, McCormick, UIC",33652058,Ryan,5/18/2015,"Naperville, IL",within an hour,t,Lower West Side,,41.85849,-87.64372,Entire home/apt,5,159,1,144,9/26/2017,5/3/2020,4.72,4.83,4.77,4.93,4.88,4.53,4.74,City registration pending,2.16,"Naperville, IL",0
17547943,Close to EVERYTHING! Multi-bed&bath w/free parking,22573057,Todd,10/15/2014,"Chicago, IL",N/A,f,Douglas,,41.84513,-87.62493,Entire home/apt,10,158,32,98,3/19/2017,10/24/2019,4.46,4.71,4.34,4.75,4.84,4.62,4.44,R17000014577,1.34,"Chicago, IL",0
18756120,Lincoln Park/DePaul 3BR Apartment,8179314,Max,8/15/2013,"Chicago, IL",N/A,f,Lincoln Park,,41.91744,-87.65435,Entire home/apt,6,157,32,90,7/22/2017,2/17/2020,4.94,4.98,4.93,4.96,4.98,4.98,4.78,R17000017530,1.31,"Chicago, IL",0
48508187,Casa de Walter,79329089,Brandon,6/22/2016,"Chicago, IL",N/A,f,North Center,,41.93781,-87.67684,Entire home/apt,4,155,32,6,3/17/2021,12/15/2021,5,5,5,5,5,5,5,R21000062037,0.25,"Chicago, IL",0
19693008,North Harbor Tower,129580849,Dennis,5/9/2017,"Chicago, IL",N/A,f,Loop,,41.88429,-87.61462,Entire home/apt,2,155,3,1,7/19/2017,7/19/2017,0,,,,,,,City registration pending,0.01,"Chicago, IL",0
53664988,"2BR Bright Condo in Lincoln Park, Chicago",53986909,Ola,1/9/2016,"Chicago, IL",within an hour,t,Lake View,,41.93288,-87.66821,Entire home/apt,5,155,2,12,5/31/2022,10/10/2022,4.75,4.67,5,4.92,4.92,4.83,4.83,R22000077021,1.23,"Chicago, IL",0
39383925,"Gold Coast 1BR w/ Gym, nr. L & Mall & Mag Mile",107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near North Side,,41.8986235,-87.6213761,Entire home/apt,2,153,32,1,11/21/2019,11/21/2019,4,5,5,5,5,5,5,32+ Days Listing,0.02,"New York, NY",0
32501089,Newly renovated urban loft in the Gold Coast,231516337,Nick,12/19/2018,Unknown,N/A,f,Near North Side,,41.90583,-87.63012,Entire home/apt,2,150,180,1,3/10/2019,3/10/2019,0,,,,,,,City registration pending,0.02,,0
28108782,Chicago HSH!!,212332502,Dan,8/28/2018,Unknown,N/A,f,Near North Side,,41.89574,-87.63563,Entire home/apt,1,150,32,1,11/16/2018,11/16/2018,5,5,5,5,5,5,5,,0.02,,0
21189762,Lakeview apartment (Wrigley area),153025288,George,10/2/2017,Unknown,N/A,f,Lincoln Park,,41.93193,-87.66927,Entire home/apt,4,150,32,2,10/8/2017,10/22/2017,3.5,3,4.5,5,5,5,3,City registration pending,0.03,,0
47406976,Spacious and vibrant Bridgeport apartment,112916004,Rebekah,1/23/2017,"Chicago, IL",N/A,f,Bridgeport,,41.83469,-87.64365,Entire home/apt,3,150,32,3,1/14/2021,8/2/2021,5,5,5,5,5,5,4,R21000060730,0.11,"Chicago, IL",0
6396451,University Village Condo,33352393,Andrew,5/14/2015,"Chicago, IL",N/A,f,Near West Side,,41.86156,-87.64676,Entire home/apt,4,150,32,25,5/19/2015,8/20/2017,4.92,4.83,4.88,4.96,4.92,4.92,5,City registration pending,0.26,"Chicago, IL",0
9632414,The Cunningham,49816545,Suzanne,11/24/2015,"Chicago, IL",N/A,f,Near South Side,,41.84876,-87.62278,Entire home/apt,5,150,32,55,5/4/2016,3/15/2020,4.54,4.65,4.48,4.76,4.76,4.76,4.59,City registration pending,0.66,"Chicago, IL",0
39124892,River North. Unbeatable views.,27904594,Carson,2/17/2015,"Kansas City, MO",N/A,f,Near North Side,,41.89771,-87.63335,Entire home/apt,3,150,3,4,10/18/2019,12/30/2019,5,5,5,5,5,4.75,5,City registration pending,0.1,"Kansas City, MO",0
13928644,5-Star Private Suite- Safe & Cozy for up to 4!,41261231,Emily,8/12/2015,"Chicago, IL",N/A,f,Humboldt Park,,41.91086,-87.71969,Entire home/apt,4,150,2,104,7/28/2016,10/10/2022,4.97,4.98,4.99,4.99,5,4.68,4.85,R17000014931,1.29,"Chicago, IL",0
38923791,Justice Hotel at 6018North – Room 2South,290519522,Tricia,8/31/2019,"Chicago, IL",N/A,f,Edgewater,,41.99151,-87.65686,Private room,2,150,1,6,5/30/2021,10/17/2021,4.33,4.17,4.5,4,4,4.33,3.83,R21000075900,0.27,"Chicago, IL",0
53357618,FOUND Hotel Chicago - Private Quad (4xTwin Beds),315027620,Found Hotel Chicago River North,12/6/2019,"Chicago, IL",within an hour,f,Near North Side,,41.89236,-87.63495,Private room,4,150,1,8,12/8/2021,5/27/2022,3.75,3.5,4,4,3.88,4,3.75,2522938,0.51,"Chicago, IL",0
30145370,Classic Chicago Flat with Modern Amenities,57550905,Joseph,2/5/2016,"Chicago, IL",N/A,f,Edgewater,,41.98811,-87.66516,Entire home/apt,4,149,32,54,12/2/2018,10/31/2020,5,4.94,5,5,5,4.94,4.78,R18000036366,1.03,"Chicago, IL",0
7.58E+17,Lovely Bucktown 2-Bedroom Unit with Private Patio,13714523,Lindsey,3/30/2014,"Chicago, IL",within a day,f,Logan Square,,41.9167058,-87.6725663,Entire home/apt,4,149,2,1,1/2/2023,1/2/2023,5,5,5,5,5,4,5,R22000093200,0.39,"Chicago, IL",0
29739220,Great house amazing location,80061753,Eli,6/26/2016,"Chicago, IL",N/A,f,West Town,,41.89407,-87.67524,Entire home/apt,8,149,1,1,6/20/2019,6/20/2019,0,,,,,,,R18000031768,0.02,"Chicago, IL",0
2320027,Distinctive wicker park attic,11848299,Anton,2/1/2014,"Chicago, IL",N/A,f,West Town,,41.90798,-87.68158,Entire home/apt,3,148,7,166,2/18/2014,8/20/2022,4.58,4.65,4.46,4.86,4.87,4.82,4.57,R12345678901,1.5,"Chicago, IL",0
33508586,Bucktown/Wicker Park Loft,82849489,Kaiti,7/10/2016,"Chicago, IL",N/A,f,West Town,,41.9137,-87.68238,Entire home/apt,2,147,32,3,5/17/2019,8/25/2019,4.67,5,4.67,5,5,5,5,City registration pending,0.06,"Chicago, IL",0
54013428,W. Loop Studio w/ Gym & Pool in heart of Greektown,107434423,Blueground,12/16/2016,"New York, NY",within an hour,f,Near West Side,,41.876791,-87.64762,Entire home/apt,2,146,32,1,12/17/2022,12/17/2022,5,5,5,5,4,5,5,,0.32,"New York, NY",0
312192,Winter Specials. You'll love this apartment.,1505878,Bob,12/14/2011,"Chicago, IL",N/A,f,Bridgeport,,41.82741,-87.63934,Entire home/apt,6,146,32,39,11/26/2014,3/15/2020,4.74,4.72,4.82,4.95,4.97,4.64,4.85,2074660,0.39,"Chicago, IL",0
44971476,Loft style apartment near Humboldt Park,126734826,Antonio,4/20/2017,"Chicago, IL",within an hour,t,Humboldt Park,,41.89858,-87.7041,Entire home/apt,6,145,7,14,10/19/2020,8/1/2022,4.93,5,4.93,5,5,4.71,4.86,R20000052971,0.48,"Chicago, IL",0
5.92E+17,Modern 1 Bedroom with city views in West Loop,396270947,Jennifer,4/9/2021,Unknown,within a few hours,f,Near West Side,,41.87991,-87.64866,Entire home/apt,2,144,32,1,10/11/2022,10/11/2022,5,5,5,5,5,5,5,,0.19,,0
12808357,Penthouse Near Wrigley Field,67664674,Kim,4/17/2016,"Chicago, IL",within an hour,t,Lake View,,41.93628,-87.65976,Entire home/apt,4,144,2,130,5/21/2016,12/10/2022,4.93,4.93,4.82,4.94,4.98,4.95,4.84,R18000030204,1.56,"Chicago, IL",0
15798238,Classic Edgewater 3-BR/1-BA (w parking!),9094538,Nicole,9/27/2013,"Chicago, IL",within an hour,f,Edgewater,,41.98905,-87.66226,Entire home/apt,7,141,32,88,11/6/2016,7/1/2022,4.85,4.92,4.82,4.91,4.94,4.93,4.81,City registration pending,1.14,"Chicago, IL",0
14546442,"Sophisticated Edgewater 3BR, 1600 ft2 (+parking!)",9094538,Nicole,9/27/2013,"Chicago, IL",within an hour,f,Edgewater,,41.99025,-87.65985,Entire home/apt,8,141,32,119,8/25/2016,4/25/2022,4.8,4.89,4.85,4.92,4.97,4.94,4.81,Registration pending,1.49,"Chicago, IL",0
17113225,Barebone Space in Edgewater,15321714,Mỹ-Phương,5/9/2014,"Chicago, IL",N/A,f,Edgewater,,41.9872,-87.66683,Entire home/apt,7,140,32,4,2/11/2017,3/19/2017,4.5,4.75,4.25,4.75,4.75,4.25,4.5,R18000035526,0.05,"Chicago, IL",0
23842375,Beautiful Wrigleyville 2BR w/ 2 parking spots,88043568,Alex,8/4/2016,"Chicago, IL",N/A,f,Lake View,,41.94257,-87.65434,Entire home/apt,4,140,32,15,3/25/2018,5/28/2018,4.6,4.87,4.13,4.93,4.93,4.93,4.73,City registration pending,0.25,"Chicago, IL",0
51939529,"Vintage, Bright, Plant Lover's Logan Square Haven",18100961,Brian,7/14/2014,"Chicago, IL",N/A,t,Logan Square,,41.92662,-87.69558,Entire home/apt,4,140,32,27,9/12/2021,9/25/2022,4.89,4.93,4.78,4.89,4.93,4.96,4.81,R21000070007,1.46,"Chicago, IL",0
12673204,Charming Private Home in Lincoln Square,34473759,Kerry,5/28/2015,"Chicago, IL",within an hour,t,Lincoln Square,,41.97262,-87.69506,Entire home/apt,3,140,3,11,5/31/2016,10/8/2018,5,4.91,5,5,5,4.82,5,R20000054147,0.13,"Chicago, IL",0
23006036,Sophisticated Loft with a Private Rooftop View of the City,162532475,Brandy,12/13/2017,"Chicago, IL",N/A,f,Lincoln Park,,41.91227,-87.64275,Entire home/apt,2,139,32,25,3/7/2018,10/30/2019,5,5,5,5,5,4.89,5,R18000023612,0.41,"Chicago, IL",0
11927345,Spacious and Charming in Chicago,13776575,Cory,4/1/2014,"Chicago, IL",within an hour,t,Austin,,41.89032,-87.77457,Entire home/apt,4,139,32,27,3/26/2016,11/28/2021,4.78,4.93,4.96,5,4.96,4.59,4.89,R21000072843,0.32,"Chicago, IL",0
29880855,Lincoln Park Getaway Chicago SubwayThemed UNIT 2,180004994,Jeannie And Paul,3/22/2018,Unknown,within an hour,f,Lincoln Park,,41.92904,-87.66278,Entire home/apt,6,139,2,17,11/25/2018,10/20/2019,4.59,4.47,5,4.94,5,5,4.35,R19000046299,0.32,,0
48554716,Studio Flat in Chicago's Beautiful Lakeview - Walking Distance to Lakeshore Drive,385227720,Chris,1/19/2021,"Chicago, IL",N/A,f,Lake View,,41.93967,-87.64038,Entire home/apt,2,136,32,1,10/2/2021,10/2/2021,4,4,5,5,5,5,3,,0.06,"Chicago, IL",0
7.72E+17,"Midcentury, comfy 2bed/2bath",69370034,Diana,4/28/2016,"Providence, RI",within an hour,f,Logan Square,,41.91523616,-87.70765255,Entire home/apt,6,136,5,2,1/7/2023,2/13/2023,5,5,5,5,5,5,5,R22000086777,0.83,"Providence, RI",0
13358192,Spacious Old Town Apartment Close to EVERYTHING,12360851,Connor,2/18/2014,"Chicago, IL",N/A,f,Near North Side,,41.90326,-87.63709,Entire home/apt,4,135,32,2,6/4/2016,6/8/2016,5,5,5,5,5,5,5,City registration pending,0.02,"Chicago, IL",0
3979425,Brand New Duplex Humboldt / Ukrainian border,20624315,Molly,8/27/2014,"Chicago, IL",N/A,f,West Town,,41.9011,-87.69184,Entire home/apt,4,135,32,3,11/27/2016,7/17/2017,5,5,4.67,5,4.67,5,4.5,City registration pending,0.04,"Chicago, IL",0
